Exhaust,Supply,Return,Outside
10.2217,18.4806,21.551,-21.2864
10.4205,18.5264,21.5107,-21.1131
10.712,18.6828,21.522,-21.0488
10.8183,18.6725,21.5668,-20.8366
11.0034,18.8291,21.5583,-20.7612
9.5533,17.7559,21.6498,-22.0001
7.2361,16.4822,21.5719,-22.5418
6.3309,16.0679,21.5831,-22.6113
5.6454,15.7453,21.4999,-22.8291
5.161,15.63,21.598,-23.1088
4.8422,15.5582,21.5019,-23.1637
4.6812,15.4299,21.6115,-23.4922
4.5108,15.2961,21.5701,-23.3926
4.433,15.2893,21.5129,-23.6402
4.2906,15.0919,21.4336,-23.6057
4.311,15.1774,21.4618,-23.9842
4.175,14.9626,21.4919,-23.8781
4.2226,15.0297,21.5593,-24.0487
4.0934,14.8971,21.6271,-23.9591
4.196,15.0398,21.7188,-23.9299
4.0819,14.9012,21.8088,-23.9862
4.1295,14.9685,21.7651,-24.0359
4.0355,14.841,21.725,-24.1695
4.0355,14.809,21.6251,-24.2784
3.9594,14.7432,21.6605,-24.3221
4.6202,15.0738,21.6673,-23.6972
7.6212,17.0024,21.6706,-22.9594
8.6847,17.6264,21.7478,-22.5164
9.3539,17.9446,21.724,-22.2063
9.7803,18.1365,21.6874,-21.9408
10.119,18.3198,21.6699,-21.766
10.2798,18.3588,21.6954,-21.5615
10.5861,18.5331,21.6997,-21.5185
10.6823,18.5347,21.6596,-21.3694
10.9043,18.6642,21.7002,-21.3467
10.2472,17.941,21.6785,-22.2527
7.3066,16.2726,21.568,-22.8833
6.3668,15.8161,21.7578,-23.1153
5.6758,15.5823,21.6664,-23.3194
5.1714,15.446,21.7105,-23.6501
4.8002,15.2667,21.7779,-23.5653
4.692,15.2899,21.876,-23.8836
4.5125,15.1718,21.8929,-23.9696
4.4572,15.2085,21.7492,-23.9993
4.3099,14.9529,21.7299,-23.9989
4.3045,15.0083,21.7659,-24.0074
4.1587,14.8052,21.6732,-24.0274
4.1957,14.7995,21.6391,-24.0823
4.0249,14.6273,21.6413,-24.0716
4.0783,14.6374,21.5878,-24.3168
4.0446,14.5032,21.5581,-24.2449
4.0123,14.4453,21.5791,-24.2212
4.0114,14.4592,21.5439,-24.1246
3.9542,14.3265,21.5786,-24.2014
4.0168,14.4113,21.6924,-24.2407
3.8918,14.4391,21.603,-24.0445
7.2532,16.4871,21.5733,-22.9086
8.263,17.0263,21.6199,-22.4297
9.0203,17.5217,21.5623,-22.1696
9.4406,17.6986,21.6539,-21.8228
9.8787,17.9445,21.7167,-21.8057
10.0626,18.0252,21.8686,-21.6615
10.3456,18.1882,21.8864,-21.5931
10.5053,18.2917,21.9773,-21.2794
10.6328,18.3559,22.0039,-21.3274
10.9893,18.4292,22.0374,-21.7249
7.4299,16.2095,21.9436,-22.6893
6.5828,15.8302,21.9153,-22.9426
5.804,15.4254,21.8613,-23.195
5.3777,15.3977,21.8545,-23.3468
4.9321,15.0965,21.8579,-23.5587
4.8257,15.0957,21.8299,-23.5289
4.5816,14.9232,21.8659,-23.6728
4.6205,14.9781,21.8602,-23.5624
4.4705,14.8092,21.8274,-23.6698
4.5366,14.8416,21.8154,-23.7129
4.4376,14.7425,21.8931,-23.9289
4.4253,14.755,21.8144,-23.7542
4.3203,14.588,21.8894,-23.8267
4.3531,14.5959,21.8437,-23.8166
4.2467,14.4349,21.8423,-23.9412
4.2727,14.4543,21.8534,-23.9394
4.1638,14.2945,21.8396,-24.0739
4.1767,14.2711,21.7814,-24.2046
4.1216,14.2095,21.7882,-23.9968
4.0856,14.1509,21.829,-23.9596
7.0266,16.1175,21.9093,-22.9135
8.2002,16.8395,21.9502,-22.4128
8.9314,17.2759,22.0248,-22.0888
9.342,17.4823,22.0678,-21.9945
9.8056,17.8138,22.1048,-21.7549
9.9613,17.8357,22.1679,-21.6978
10.281,18.0521,22.1403,-21.4356
10.3553,18.0608,22.0925,-21.4071
10.6209,18.2264,22.1544,-21.3449
10.6745,18.191,22.0973,-21.1703
10.8855,18.3628,22.1812,-21.2086
10.8941,18.2987,22.16,-21.1688
11.0723,18.4181,22.1587,-21.2478
11.073,18.3936,22.1205,-21.0901
11.254,18.4849,22.1399,-21.0326
11.2405,18.4614,22.2008,-21.2809
11.3542,18.5213,22.168,-21.0041
11.2524,18.4438,22.1323,-21.0665
11.3613,18.5498,22.1711,-20.898
11.3531,18.4952,22.1444,-20.9176
11.4987,18.5952,22.2519,-20.8567
11.471,18.5515,22.2551,-20.8532
11.5587,18.6708,22.2592,-20.9356
11.5298,18.6202,22.2964,-20.9956
8.5759,16.6543,22.1942,-22.4653
7.4431,15.9905,22.1918,-22.9732
6.6722,15.658,22.1787,-23.1164
5.9616,15.321,22.1294,-23.2784
5.5058,15.211,22.1806,-23.5566
5.1255,14.9857,22.1282,-23.8152
4.9905,14.9283,22.0947,-23.7887
4.8077,14.816,22.1365,-23.989
4.7119,14.7756,22.1281,-24.0377
4.601,14.644,22.0666,-24.3423
4.5242,14.6214,22.0474,-24.2484
4.454,14.497,22.1598,-24.2498
4.3829,14.4059,22.1128,-24.5112
4.3558,14.3986,22.1387,-24.5618
4.2579,14.1593,22.1193,-24.545
4.3882,14.3106,22.1565,-24.4996
4.3264,14.1504,22.1531,-24.5002
4.3722,14.2314,22.2142,-24.7007
4.2698,14.0336,22.1752,-24.7683
4.3174,14.0462,22.1829,-24.5841
6.4804,16.1249,22.1465,-23.674
8.1524,16.3923,22.1935,-23.1812
8.7994,16.7727,22.192,-22.8518
9.3391,17.2072,22.251,-22.5604
9.651,17.3511,22.238,-22.4111
9.966,17.5928,22.1466,-22.2657
10.1269,17.6412,22.2112,-22.1869
10.3276,17.7832,22.1863,-22.0121
10.4515,17.8576,22.2378,-21.9381
10.5517,17.8467,22.1935,-21.9456
8.1792,16.3427,22.1708,-23.1447
6.9324,15.4481,22.1321,-23.4962
6.207,15.2018,22.1372,-23.6585
5.4927,14.8729,22.1711,-23.8254
5.2149,14.8522,22.166,-23.9176
4.9109,14.6344,22.2296,-23.8926
4.8506,14.6303,22.2353,-24.0339
4.6594,14.4628,22.1799,-24.0551
4.6811,14.4768,22.2036,-24.1377
4.5872,14.3448,22.2237,-24.1948
4.5855,14.2669,22.1679,-24.1687
4.5548,14.1902,22.1567,-24.1153
4.4704,14.0444,22.0855,-24.155
4.5188,14.05,22.1181,-24.1893
4.3847,13.8713,22.1014,-24.1603
4.4859,13.9522,22.0941,-24.1674
4.343,13.6582,22.091,-24.2492
4.4507,13.78,22.1662,-24.3355
4.3349,13.5378,22.1528,-24.225
4.3959,13.6155,22.1081,-24.3557
6.1278,14.3099,22.1755,-23.1689
8.0585,15.7351,22.1673,-22.6788
8.7185,16.2242,22.0975,-22.4722
9.3707,16.6564,22.1974,-22.1956
9.7269,16.914,22.2572,-22.0215
9.9935,17.1621,22.2438,-21.8479
10.1689,17.2702,22.3021,-21.7182
10.3593,17.4266,22.2871,-21.5395
10.4257,17.4699,22.2009,-21.2522
10.6095,17.5979,22.209,-21.2875
8.5233,16.188,22.1707,-22.5468
7.1782,15.3401,22.1099,-22.9221
6.3326,14.9448,22.1543,-23.0778
5.6868,14.6863,22.1732,-23.1834
5.3192,14.5092,22.1217,-23.3996
5.0118,14.2875,22.1231,-23.4024
4.9642,14.3419,22.1188,-23.5141
4.787,14.0928,22.1086,-23.6006
4.8415,14.1319,22.0987,-23.7255
4.6794,13.9187,22.1484,-23.6877
4.7455,13.9937,22.1073,-23.6121
4.64,13.7623,22.1364,-23.7784
4.7254,13.8948,22.1673,-23.9711
4.6184,13.6459,22.2042,-23.8376
4.7241,13.7088,22.2242,-23.8075
4.5932,13.4886,22.0563,-23.9497
4.5999,13.4239,22.044,-23.9706
4.5301,13.3074,22.1295,-24.0907
4.5635,13.2289,22.1065,-23.9763
4.4639,13.0718,22.0707,-24.1237
5.7915,13.4887,22.0677,-23.513
7.8896,15.0769,22.1709,-22.8625
8.8025,15.6805,22.1667,-22.4505
9.2457,15.9928,22.147,-22.2947
9.698,16.4149,22.1435,-22.1816
9.8995,16.5584,22.1398,-22.0449
10.143,16.8337,22.1777,-21.9829
10.2379,16.8619,22.1409,-21.907
10.3763,16.9997,22.1158,-21.8883
10.4301,17.0252,22.1434,-21.7376
9.0167,16.0441,22.1231,-23.2777
7.1565,14.8183,22.1276,-23.6369
6.3839,14.4279,22.1196,-23.7368
5.664,14.1634,22.1366,-23.9722
5.1963,13.9275,22.1834,-23.9295
5.0106,13.8689,22.1975,-24.0991
4.741,13.612,22.1563,-24.2533
4.6839,13.5908,22.067,-24.2339
4.5307,13.3513,22.0533,-24.3391
4.5643,13.3582,22.1148,-24.3411
4.4275,13.1559,22.0577,-24.3565
4.424,13.1212,22.0124,-24.548
4.3367,12.9253,22.1202,-24.4906
4.4182,12.9556,22.0691,-24.5531
4.2815,12.7117,22.0811,-24.368
4.3243,12.7039,22.0013,-24.4815
4.2264,12.4938,22.0498,-24.5814
4.3004,12.526,22.0111,-24.4158
4.1924,12.2848,22.009,-24.5936
4.2748,12.324,21.995,-24.6698
4.9754,12.3603,22.0381,-24.1034
7.5244,14.1013,22.0487,-23.3792
8.3201,14.6235,22.0358,-22.9508
8.9099,15.0602,22.0584,-22.8057
9.395,15.47,22.0964,-22.6317
9.6863,15.6687,22.2271,-22.3918
10.0245,16.0061,22.2613,-22.3231
10.1264,16.0837,22.2968,-22.3294
10.3301,16.3157,22.2489,-22.0101
10.3244,16.2836,22.2257,-22.165
9.6447,16.0331,22.1411,-23.0504
7.2508,14.4258,22.1549,-23.5076
6.4928,14.0357,22.1576,-23.6611
5.729,13.5681,22.0266,-23.8956
5.2702,13.3792,22.0694,-23.8332
4.9666,13.2019,22.1007,-23.9178
4.7844,13.0309,22.0483,-24.0121
4.7368,12.9307,22.106,-23.9903
4.5978,12.7454,22.0658,-23.99
4.6228,12.7687,22.1263,-24.0648
4.4871,12.5391,21.9991,-24.1816
4.5726,12.5468,22.0855,-24.1997
4.4661,12.3219,22.0123,-24.2269
4.5223,12.3379,22.004,-24.1179
4.421,12.1564,22.0631,-24.1703
4.454,12.118,22.0534,-24.1936
4.4076,12.006,22.0356,-24.1558
4.3569,11.8495,21.9211,-24.1538
4.3369,11.8112,21.9509,-24.2748
4.316,11.6553,22.0037,-24.2034
4.5835,11.9565,22.033,-24.0303
7.22,13.175,22.1147,-22.8578
8.2374,13.9798,22.0936,-22.9377
8.8007,14.4461,22.1195,-22.6123
9.243,14.7085,22.0848,-22.4865
9.5447,15.0095,22.126,-22.1705
9.8112,15.1299,22.1196,-22.1125
10.0786,15.3495,22.0902,-22.0638
10.2184,15.4399,22.1222,-22.0883
10.319,15.4915,22.1069,-21.8984
10.5296,15.8058,22.1307,-22.6451
7.5245,13.962,22.0646,-23.3045
6.6413,13.2782,22.0613,-23.6027
6.0014,12.9296,22.0575,-23.6297
5.4804,12.6085,22.014,-23.954
5.233,12.3857,22.0461,-23.8596
5.0792,12.3163,22.0332,-23.9066
4.9251,12.0704,22.0383,-23.9437
4.94,12.0601,22.1267,-23.9675
4.8472,11.9448,22.0881,-24.0246
4.8563,11.9394,22.0319,-24.0463
4.6866,11.6775,21.9701,-23.9933
4.7412,11.6813,21.9778,-24.1463
4.6107,11.5217,21.9967,-24.1551
4.6368,11.5055,21.9697,-24.2838
4.5371,11.3504,21.9919,-24.2531
4.5618,11.2846,21.9831,-24.359
4.4914,11.1288,22.0357,-24.2628
4.4793,11.0944,21.9271,-24.3794
4.4402,10.9712,21.9438,-24.3368
4.44,10.9279,21.9242,-24.2521
7.0556,11.8984,22.0603,-23.297
8.1389,12.7917,22.0592,-22.9063
8.555,13.1834,21.9982,-22.727
9.102,13.5713,22.0753,-22.4923
9.3802,13.7736,22.0525,-22.4214
9.7492,14.0504,22.06,-22.3199
9.8893,14.1534,22.0406,-22.1133
10.1459,14.2863,22.0749,-22.0567
10.1842,14.34,22.0762,-21.959
10.4392,14.4769,22.1046,-21.9714
7.7444,13.2777,22.0096,-23.2949
6.8591,12.5454,22.0017,-23.5514
6.2998,12.1693,21.9607,-23.7089
5.7277,11.7331,21.8983,-23.7917
5.5522,11.6153,21.9088,-23.8458
5.2165,11.3177,21.8664,-23.8676
5.1938,11.3161,21.8664,-23.979
5.0472,11.1157,21.9261,-23.9517
5.0577,11.1076,21.9008,-24.0076
4.9454,10.9159,21.9099,-24.057
4.982,10.9363,21.8658,-24.0642
4.8285,10.818,21.9194,-24.1239
4.88,10.8209,21.9372,-24.0774
4.7976,10.7312,21.945,-24.0637
4.8636,10.6942,21.9632,-24.2456
4.7854,10.5587,21.96,-24.2933
4.8642,10.5858,21.9827,-24.1681
4.7671,10.4498,22.0072,-24.2847
4.7743,10.4371,21.9472,-24.2056
4.663,10.3031,21.9749,-24.2034
7.0654,11.5199,22.0168,-23.144
8.1295,11.7982,22.0856,-22.6996
8.8325,12.3618,22.0383,-22.5487
9.1221,12.6144,22.0581,-22.3225
9.5662,12.918,22.0059,-22.2569
9.7004,13.0278,22.0524,-22.1719
10.0583,13.3497,22.1223,-22.0105
10.1199,13.397,22.0807,-22.0246
10.3121,13.5145,22.1284,-22.0089
10.301,13.5093,22.0764,-21.7665
8.0453,12.8433,22.0077,-23.0813
7.1168,12.0411,21.9679,-23.4569
6.5551,11.6777,21.9749,-23.7179
5.9629,11.164,21.8599,-23.7743
5.7527,11.051,21.8787,-23.8484
5.4506,10.7157,21.9067,-23.9001
5.4043,10.7025,21.8624,-23.9509
5.263,10.5367,21.894,-23.9934
5.2997,10.5731,21.9682,-23.9567
5.1406,10.3816,21.9153,-24.061
5.2026,10.5012,21.9423,-24.034
5.0381,10.2545,21.8627,-23.9442
5.1065,10.3123,21.8888,-24.0758
4.9674,10.1365,21.9246,-24.105
5.0214,10.1765,21.8714,-24.0204
4.8935,9.9851,21.8848,-24.0245
4.9607,10.0567,21.8325,-24.104
4.8026,9.8691,21.8557,-24.1618
4.8843,9.9351,21.8514,-24.059
4.7503,9.7409,21.8913,-24.0798
6.8079,11.9269,21.8751,-23.0766
7.9869,10.842,21.9097,-22.755
8.7003,11.4481,21.9472,-22.4366
9.0999,11.7964,22.015,-22.3085
9.4531,12.0795,22.0426,-22.1198
9.6615,12.361,22.0532,-22.053
9.8928,12.5252,22.0561,-21.9936
9.9966,12.6353,22.0553,-21.9146
10.1866,12.7101,22.0066,-21.8244
10.2271,12.8251,22.0317,-21.9102
8.2363,12.4492,21.9384,-23.2189
7.1729,11.5894,21.9096,-23.5542
6.5793,11.1727,21.874,-23.6042
5.9788,10.6679,21.8534,-23.7034
5.6982,10.5128,21.8208,-23.8692
5.4217,10.2106,21.8031,-23.9982
5.3693,10.1582,21.7684,-24.0128
5.1256,9.9465,21.8027,-23.9901
5.1554,9.9998,21.8456,-24.1247
5.0595,9.8549,21.7957,-24.2548
5.1085,9.9041,21.9354,-24.2058
4.9767,9.7387,21.8717,-24.2057
5.0831,9.8627,21.9598,-24.1589
4.8853,9.5772,21.8583,-24.2255
4.8675,9.6005,21.789,-24.2625
4.7452,9.4023,21.8612,-24.2625
4.7307,9.4229,21.8416,-24.3537
4.6673,9.2945,21.7913,-24.3229
4.645,9.2697,21.8451,-24.3218
4.6245,9.1992,21.7284,-24.3278
6.1475,9.0673,21.85,-23.4265
7.6281,10.1612,21.9752,-23.1783
8.3746,10.7993,21.9748,-22.7908
8.8372,11.2236,21.994,-22.5981
9.2639,11.5549,22.0525,-22.5511
9.5077,11.7404,21.9853,-22.4368
9.6246,12.0183,21.9987,-22.3445
9.8216,12.1299,21.9721,-22.3344
9.8037,12.1343,21.9287,-22.2411
10.0782,12.2757,21.9242,-22.1743
8.167,11.9346,21.8572,-23.318
7.1963,11.2001,21.8347,-23.646
6.4039,10.6019,21.817,-23.8149
5.9651,10.3236,21.8141,-23.9084
5.528,9.9734,21.8253,-23.9311
5.4358,9.881,21.8432,-24.1113
5.1554,9.6766,21.8938,-24.2067
5.2708,9.7543,21.8576,-24.1438
5.0392,9.4621,21.7324,-24.2194
5.0248,9.4595,21.7989,-24.2684
4.8413,9.2156,21.806,-24.2537
4.858,9.2452,21.7258,-24.2223
4.7337,9.0471,21.7444,-24.3027
4.731,9.0489,21.6998,-24.287
4.6836,8.932,21.6594,-24.1918
4.6878,8.9405,21.7358,-24.1933
4.6662,8.9062,21.7677,-24.3102
4.6291,8.8135,21.8367,-24.2303
4.7043,8.9166,21.7904,-24.3239
4.6749,8.8204,21.8474,-24.2243
5.8594,8.6173,21.8755,-23.6972
7.508,9.3178,21.8575,-23.1686
8.2606,9.9495,21.908,-22.8245
8.577,10.2832,21.859,-22.5635
8.9592,10.5842,21.8786,-22.4785
9.2372,10.8837,21.7898,-22.351
9.4027,11.0382,21.8394,-22.2345
9.6912,11.2447,21.8255,-22.2297
9.7254,11.2448,21.8882,-22.1483
9.9914,11.574,21.932,-22.087
9.9746,11.5754,21.9177,-22.0723
10.2154,11.7234,21.9435,-21.9557
10.2326,11.7322,21.9736,-21.9983
10.4383,11.884,21.9981,-21.8864
10.3771,11.9039,21.877,-21.9601
10.4727,11.9276,21.9876,-21.7993
10.3409,11.8709,21.9492,-21.7805
10.4622,11.9375,21.8556,-21.8156
10.3989,11.9443,21.8619,-21.7984
10.521,11.9261,21.8512,-21.7824
10.492,11.9418,21.8687,-21.6458
10.5686,11.9184,21.9184,-21.7048
10.5598,11.9639,21.9282,-21.7708
10.598,11.9204,22.0046,-21.7119
9.4414,12.5797,21.9721,-22.8455
7.8926,11.5037,21.9266,-23.2095
7.0045,10.7963,21.8168,-23.5511
6.4725,10.4024,21.7791,-23.5724
5.8834,9.9337,21.726,-23.6877
5.6398,9.7494,21.8526,-23.7499
5.3961,9.4834,21.6699,-23.8009
5.2486,9.3655,21.6909,-23.9186
5.1771,9.2908,21.734,-23.8201
5.0628,9.1401,21.7386,-23.9091
5.0709,9.0992,21.7279,-24.0283
5.0238,9.0159,21.7554,-24.0341
5.0984,9.0857,21.7797,-24.0645
5.0107,8.9644,21.8018,-24.0904
5.0639,9.013,21.7377,-24.0773
4.8964,8.8007,21.7429,-24.214
4.9417,8.7907,21.7301,-24.2425
4.756,8.5528,21.6662,-24.1442
4.8207,8.6342,21.7341,-24.2495
4.682,8.4702,21.6374,-24.2649
5.0145,8.5302,21.7256,-23.9627
7.2591,8.6286,21.7755,-23.0468
8.0807,9.3031,21.8148,-22.7112
8.5521,9.6307,21.8403,-22.5532
8.8918,10.0733,21.9079,-22.2916
9.2664,10.3843,21.9263,-22.3966
9.4148,10.6893,21.907,-22.3686
9.6567,10.9117,21.8234,-22.2635
9.6021,10.9841,21.854,-22.3294
9.7894,11.0978,21.8077,-22.1377
9.4612,11.9723,21.8042,-23.0436
7.2922,10.7372,21.68,-23.5217
6.5015,10.1578,21.5875,-23.8088
5.9555,9.7654,21.6862,-23.8883
5.578,9.494,21.6986,-24.0325
5.293,9.2444,21.7431,-24.1814
5.2488,9.1939,21.6971,-24.2126
5.0593,8.9535,21.7436,-24.1597
5.1119,9.0088,21.7316,-24.294
4.8771,8.7706,21.6491,-24.1467
4.881,8.7256,21.7015,-24.3166
4.7325,8.5838,21.6746,-24.3105
4.7189,8.5037,21.5805,-24.3033
4.6963,8.4406,21.523,-24.2785
4.6469,8.3259,21.6117,-24.4245
4.6934,8.4301,21.6058,-24.2314
4.5853,8.2595,21.5994,-24.3677
4.6816,8.3376,21.6363,-24.4032
4.6182,8.245,21.7066,-24.414
4.7123,8.3096,21.7116,-24.5
4.5767,8.2671,21.7092,-24.3301
7.1783,8.3111,21.7727,-23.3874
7.8842,8.796,21.8022,-23.1252
8.3627,9.1027,21.7885,-22.7179
8.6649,9.5269,21.7616,-22.594
8.9056,9.7937,21.8138,-22.4619
9.1131,10.1037,21.7657,-22.5548
9.23,10.2576,21.7629,-22.4104
9.4901,10.426,21.7914,-22.3888
9.478,10.5186,21.7996,-22.2675
9.6928,10.9193,21.8319,-22.4133
7.239,10.604,21.7135,-23.5875
6.4306,10.0413,21.7505,-24.0074
5.9265,9.7091,21.7515,-24.1416
5.4103,9.2766,21.6582,-24.2476
5.3024,9.1009,21.7509,-24.1623
5.0037,8.7702,21.6476,-24.1298
4.9522,8.7558,21.644,-24.4122
4.8074,8.4792,21.5714,-24.5343
4.8383,8.5425,21.5751,-24.516
4.7009,8.333,21.6187,-24.3827
4.7604,8.3788,21.574,-24.4403
4.6671,8.2252,21.6096,-24.4165
4.822,8.3455,21.6251,-24.4964
4.7016,8.1936,21.6217,-24.4754
4.7831,8.2915,21.6884,-24.4852
4.669,8.1308,21.5826,-24.465
4.7275,8.0755,21.6648,-24.5649
4.6067,7.9239,21.5508,-24.632
4.6247,7.9279,21.4862,-24.644
4.4797,7.7489,21.4595,-24.5734
6.7947,7.9051,21.6266,-23.3
7.6855,8.3725,21.7123,-22.9986
8.1015,8.803,21.7324,-22.875
8.5788,9.1825,21.7858,-22.6546
8.7738,9.4562,21.7864,-22.7244
9.0763,9.7423,21.8387,-22.4674
9.3413,10.0733,21.8937,-22.4796
9.3609,10.1317,21.7525,-22.2787
9.5214,10.3355,21.8015,-22.1687
9.5203,10.3871,21.7877,-22.1736
7.3467,10.4049,21.6307,-23.548
6.4022,9.6896,21.6401,-23.7045
5.7903,9.2793,21.5982,-23.8444
5.4361,8.956,21.5916,-24.0241
5.1477,8.6746,21.6001,-24.0825
5.1029,8.6229,21.559,-24.1751
4.9254,8.3649,21.584,-24.2345
4.9705,8.4186,21.6214,-24.2349
4.9199,8.2579,21.6977,-24.2733
4.8219,8.1822,21.5594,-24.2761
4.8297,8.1169,21.5214,-24.335
4.6328,7.914,21.5991,-24.3221
4.7227,7.9551,21.456,-24.3557
4.5811,7.7632,21.5622,-24.3918
4.5873,7.7317,21.5565,-24.3149
4.6528,7.7824,21.494,-24.2943
4.5797,7.6618,21.5451,-24.291
4.654,7.7362,21.599,-24.4678
4.5807,7.5926,21.5416,-24.3904
4.6668,7.6691,21.565,-24.3683
6.4704,8.6637,21.6817,-23.3324
7.5029,8.2388,21.6805,-22.957
8.1138,8.7341,21.7214,-22.7816
8.3396,9.0334,21.6511,-22.727
8.5845,9.3134,21.5802,-22.4315
8.921,9.6119,21.5453,-22.4578
8.9973,9.7266,21.6872,-22.2628
9.2439,10.0142,21.6848,-22.1986
9.3602,10.1389,21.7111,-22.169
9.4175,10.215,21.7173,-22.2027
7.5707,10.3856,21.7151,-23.4163
6.6328,9.6736,21.6597,-23.7651
5.9937,9.2021,21.5781,-23.9117
5.5563,8.7896,21.62,-24.0703
5.2246,8.4667,21.5621,-24.1563
5.113,8.3525,21.4957,-24.1861
4.8803,8.0763,21.4836,-24.2567
4.8763,8.0422,21.4291,-24.2322
4.6931,7.8076,21.4713,-24.3701
4.7547,7.8415,21.5598,-24.4438
4.6804,7.7515,21.4739,-24.2614
4.6871,7.722,21.5146,-24.3885
4.7297,7.7916,21.5516,-24.5242
4.6119,7.5856,21.4492,-24.4676
4.6499,7.5788,21.4648,-24.4915
4.4923,7.4104,21.4462,-24.5181
4.5039,7.3703,21.4711,-24.4625
4.5045,7.3529,21.4328,-24.5304
4.403,7.2143,21.4253,-24.4772
4.4528,7.255,21.4552,-24.4669
5.9519,8.07,21.5542,-23.6308
7.1816,7.958,21.6078,-23.2606
7.8818,8.5265,21.6734,-22.9728
8.2414,8.9302,21.7014,-22.9458
8.4622,9.1494,21.6214,-22.5836
8.7454,9.6035,21.6943,-22.6032
8.9785,9.825,21.617,-22.5527
9.0328,9.8805,21.6229,-22.4562
9.1012,10.0467,21.639,-22.3172
9.3007,10.1103,21.5863,-22.3704
7.5944,10.1867,21.5529,-23.6432
6.55,9.3915,21.59,-24.0186
5.9626,8.9787,21.5548,-24.2964
5.5195,8.5919,21.5442,-24.2623
5.1959,8.2803,21.552,-24.3841
5.0639,8.1307,21.4873,-24.4008
4.8195,7.8117,21.4614,-24.4694
4.7167,7.6733,21.4859,-24.5545
4.6893,7.6338,21.3742,-24.4247
4.5698,7.4756,21.3934,-24.5574
4.5667,7.4454,21.4545,-24.4831
4.5237,7.3275,21.4251,-24.5926
4.4786,7.3275,21.4523,-24.6142
4.5511,7.3373,21.4856,-24.6152
4.5696,7.273,21.5199,-24.5936
4.504,7.1714,21.486,-24.5906
4.5359,7.2044,21.4848,-24.6743
4.3987,7.0565,21.4148,-24.6715
4.3256,6.9238,21.4046,-24.7185
4.3454,6.9198,21.3872,-24.7078
5.4787,6.5492,21.5095,-23.9531
6.8197,7.6115,21.5591,-23.3573
7.4693,8.1493,21.571,-23.0686
7.9118,8.4697,21.6072,-22.9605
8.3053,8.8463,21.6619,-22.7089
8.6192,9.2338,21.721,-22.7986
8.808,9.4661,21.6139,-22.6472
8.8822,9.589,21.6246,-22.5705
9.0412,9.6564,21.626,-22.5124
9.1098,9.9047,21.6195,-22.5112
7.8144,10.1577,21.5404,-23.5637
6.5673,9.1896,21.4256,-23.9275
5.8764,8.7307,21.4345,-24.1109
5.4709,8.3444,21.452,-24.2773
5.2047,8.0601,21.5047,-24.3145
4.9593,7.8336,21.4759,-24.3474
4.8836,7.6903,21.5344,-24.3105
4.8219,7.6326,21.4894,-24.3826
4.6851,7.4361,21.4454,-24.4402
4.5277,7.261,21.453,-24.5163
4.5297,7.2307,21.4375,-24.4265
4.5266,7.1956,21.3542,-24.2524
4.5077,7.0855,21.3682,-24.4159
4.4886,7.073,21.3595,-24.2871
4.3905,6.959,21.3548,-24.3978
4.4064,6.9431,21.4181,-24.3588
4.4535,6.9539,21.4029,-24.5595
4.484,6.9682,21.4943,-24.2801
4.4386,6.8428,21.4195,-24.4596
4.3913,6.7883,21.3409,-24.4748
4.9281,6.2964,21.4002,-23.9642
6.683,7.2073,21.5119,-23.2331
7.2862,7.6655,21.5087,-22.954
7.7187,8.0331,21.52,-22.7725
8.0256,8.3562,21.5379,-22.5746
8.2953,8.6085,21.5696,-22.474
8.5114,8.8437,21.5855,-22.4688
8.7009,9.1312,21.6206,-22.418
8.7813,9.177,21.5479,-22.28
8.885,9.3461,21.5683,-22.3136
8.1309,10.1466,21.5175,-23.2918
6.6356,9.1005,21.4594,-23.6806
5.9526,8.6073,21.3788,-23.9461
5.4279,8.1046,21.3734,-24.0753
5.1064,7.8259,21.3898,-24.0962
4.8765,7.5588,21.3998,-24.2276
4.7757,7.4296,21.4261,-24.1923
4.7155,7.3325,21.4617,-24.2147
4.6211,7.2564,21.4257,-24.3195
4.5724,7.1165,21.4055,-24.3206
4.4624,7.0155,21.3808,-24.3884
4.3743,6.892,21.3579,-24.396
4.3506,6.8323,21.2969,-24.4649
4.2834,6.7692,21.3319,-24.4529
4.2475,6.6895,21.3537,-24.4249
4.2162,6.6086,21.3063,-24.4433
4.2211,6.5742,21.3785,-24.4634
4.2097,6.5648,21.3697,-24.4783
4.2204,6.5442,21.4383,-24.5606
4.2366,6.4494,21.4035,-24.4053
4.25,6.4787,21.3693,-24.1794
6.2893,6.9676,21.4814,-23.3519
6.9554,7.4828,21.4386,-23.0344
7.3795,7.7497,21.4749,-22.7054
7.707,8.101,21.5177,-22.6996
7.9548,8.3483,21.488,-22.6637
8.1769,8.6473,21.5359,-22.5421
8.3841,8.8968,21.552,-22.4732
8.5836,8.9952,21.5928,-22.2778
8.7093,9.2667,21.6024,-22.4056
8.7577,10.1109,21.5725,-23.1668
6.6211,8.9245,21.4711,-23.836
5.8898,8.3601,21.3903,-24.0728
5.4219,7.9574,21.3852,-24.2749
6.1612,8.6161,21.3272,-24.3568
4.875,7.2517,21.311,-24.3325
4.7773,7.2206,21.3063,-24.4386
4.7509,7.1234,21.348,-24.3045
4.6766,6.9848,21.3355,-24.4544
4.5659,6.8819,21.4164,-24.4657
4.558,6.8064,21.4484,-24.4229
4.5451,6.7773,21.3329,-24.5219
