Exhaust,Supply,Return,Outside
-24.7118,18.429,22.1829,5.0438
-25.2919,18.34,22.2903,4.873
-24.8411,18.2255,22.2435,4.7024
-24.7273,18.337,22.1675,4.8852
-25.3824,18.2493,22.2128,4.8227
-24.6541,18.2253,22.2541,4.6614
-20.9951,19.2023,22.2885,12.185
-19.6648,19.5936,22.247,15.1683
-18.7504,19.7623,22.2224,16.2939
-17.4051,20.1043,22.2364,16.8378
-16.7842,20.2756,22.2059,17.135
-15.7842,20.4145,22.2635,17.3958
-14.411,20.7026,22.2508,17.7553
-14.1984,20.83,22.1892,18.0068
-13.4033,20.944,22.2362,18.1709
-12.3228,21.0447,22.2553,18.3035
-22.6814,19.7793,22.3,10.0408
-22.6965,18.6496,22.2693,6.8349
-23.1748,18.7712,22.1278,6.632
-24.4436,18.8509,22.1932,6.3202
-24.059,18.6809,22.1141,5.9075
-23.0132,18.7715,22.1691,5.888
-24.2624,18.7832,22.3282,5.818
-24.5735,18.6168,22.2575,5.4879
-24.1553,18.7127,22.2389,5.5304
-24.5994,18.6307,22.2328,5.4606
-24.5916,18.556,22.2839,5.2925
-23.9689,18.6396,22.2415,5.3695
-24.282,18.5365,22.2393,5.3857
-25.1848,18.5281,22.3366,5.2975
-24.2083,18.562,22.2129,5.2472
-24.5978,18.4852,22.2207,5.2321
-25.0437,18.5422,22.2721,5.2363
-24.6009,18.5458,22.2503,5.1796
-24.6599,18.4506,22.2577,5.1808
-25.0732,18.5283,22.2967,5.2454
-21.167,19.4079,22.3128,11.2816
-18.5451,20.0377,22.2413,14.9858
-17.2808,20.3362,22.3005,16.4489
-16.8526,20.4796,22.3108,16.9491
-15.3851,20.6895,22.237,17.3302
-14.6119,20.8704,22.2488,17.7197
-14.3507,20.9652,22.1548,17.7958
-13.4903,21.0772,22.2563,17.9636
-12.4296,21.2048,22.1607,18.1919
-12.3349,21.2496,22.1796,18.2942
-20.4929,20.2261,22.232,11.3975
-21.0818,19.3992,22.1997,8.4104
-23.0835,19.0839,22.2029,7.4176
-23.0089,19.0869,22.3785,6.935
-23.424,18.9134,22.2364,6.5253
-22.9353,18.6958,22.4723,6.2259
-24.2115,18.6478,22.3318,5.7746
-23.9581,18.3935,22.3675,5.2462
-22.9312,18.427,22.3062,5.2197
-23.281,18.4731,22.356,5.2442
-24.2907,18.2366,22.3781,4.991
-23.2544,18.3721,22.2709,4.9649
-23.1469,18.2508,22.3688,4.8901
-23.9514,18.2897,22.4384,4.9642
-24.1915,18.3513,22.4152,4.8732
-23.631,18.1092,22.4203,4.6117
-23.4002,18.3394,22.3983,4.8592
-24.4513,18.2433,22.3733,4.7629
-23.9853,18.158,22.506,4.6022
-23.9912,18.2651,22.4306,4.6547
-21.1986,19.1398,22.3752,9.5394
-19.155,19.9072,22.384,14.1276
-17.9438,20.2852,22.4348,15.5514
-16.9889,20.5415,22.3776,16.4065
-16.1237,20.7257,22.4419,16.9204
-15.3632,20.9073,22.3409,17.1939
-14.8271,21.0528,22.411,17.4987
-14.0491,21.143,22.4438,17.5021
-13.4748,21.2405,22.3573,17.8389
-13.2748,21.3494,22.3806,17.9886
-21.3631,20.3781,22.4444,12.2603
-21.7667,19.2135,22.4436,8.1502
-22.4686,18.8898,22.4768,7.018
-23.7465,18.7932,22.3407,6.3715
-23.525,18.7566,22.3936,5.9007
-23.5721,18.6155,22.3829,5.6177
-23.0995,18.7415,22.3926,5.6408
-24.4975,18.5005,22.3489,5.2813
-24.7371,18.4889,22.4082,5.1197
-23.7932,18.4404,22.4108,4.892
-23.4355,18.3655,22.459,4.9322
-24.3273,18.541,22.4475,5.0935
-25.2306,18.2456,22.444,4.7342
-24.6854,18.2923,22.3652,4.6583
-24.0887,18.2063,22.407,4.5603
-24.3789,18.1882,22.369,4.6658
-25.0724,18.2453,22.2277,4.5899
-25.3104,17.9472,22.1944,4.337
-24.5527,18.0528,22.1614,4.3311
-24.0193,17.906,22.082,4.3008
-22.7054,19.1185,22.04,8.0681
-20.3533,19.2997,22.1372,13.0118
-19.27,19.5595,22.0872,14.8186
-17.8993,19.7906,22.0685,15.8515
-16.9228,19.9803,22.0114,16.3564
-16.4332,20.1719,22.1082,16.8165
-16.07,20.2479,22.0931,16.9838
-15.6543,20.3523,21.9735,17.0845
-14.6255,20.3815,21.8745,17.2971
-14.1843,20.466,21.9617,17.3742
-21.9331,20.575,21.9667,13.3973
-23.3852,18.7974,21.9514,7.921
-23.3537,18.4909,21.9734,6.5564
-23.556,18.4137,22.0121,5.9519
-24.9486,18.2287,22.037,5.4576
-25.5295,18.2859,22.0895,5.1456
-24.9531,18.0455,22.0576,4.7813
-24.4197,18.059,21.8707,4.7802
-24.5951,18.0543,21.9005,4.7305
-25.367,17.9132,21.8081,4.613
-25.6351,18.0158,22.0014,4.5394
-25.0457,17.8507,21.967,4.3144
-24.6472,18.0251,22.0315,4.5093
-24.7614,18.0207,22.0999,4.5171
-25.4596,17.9615,22.1047,4.5097
-25.568,18.0434,22.1119,4.4325
-24.9587,17.8562,22.1405,4.2726
-24.5613,18.0527,22.2255,4.474
-25.2274,17.9596,22.1844,4.422
-25.729,17.8908,22.1217,4.351
-24.4272,18.7603,22.0517,6.6392
-21.3316,19.1369,21.954,12.1211
-19.7652,19.429,21.9109,14.4113
-18.7293,19.6353,21.9528,15.4364
-17.9531,19.8827,22.0263,16.2124
-17.585,20.0593,22.0181,16.5596
-16.9235,20.1818,21.9972,16.7302
-16.199,20.2983,21.964,17.009
-15.3289,20.3957,21.877,17.1334
-15.0805,20.5127,22.0349,17.4414
-22.0848,21.1373,22.0562,14.952
-23.5814,18.9222,21.956,8.3139
-23.7984,18.6569,21.9347,6.8411
-23.675,18.4806,21.9933,6.0597
-23.914,18.5989,22.0334,5.838
-25.0756,18.4892,22.049,5.4818
-25.2628,18.3642,22.0318,5.2127
-25.1471,18.4204,22.1398,5.0121
-24.4746,18.3113,22.0531,4.9162
-24.4731,18.4396,21.9512,5.0415
-25.2071,18.2864,22.0736,4.8868
-25.7663,18.2208,21.831,4.767
-25.7606,18.0634,21.461,4.5074
-25.1803,17.8261,21.1654,4.3734
-24.6593,17.8246,21.0711,4.3923
-24.8578,17.7248,21.2165,4.4037
-25.4371,17.771,21.3753,4.4149
-26.0384,17.7357,21.4018,4.2864
-25.6776,17.609,21.2649,4.1226
-25.1385,17.6981,21.1822,4.1531
-24.004,18.1166,21.5753,5.2154
-21.143,18.809,21.4391,11.5248
-20.1456,19.1199,21.3783,13.8206
-19.411,19.3626,21.5764,15.0593
-18.4919,19.5512,21.2463,15.7291
-17.5418,19.6887,21.3708,16.0472
-16.7043,19.8164,21.2199,16.4418
-16.0561,19.8784,21.3397,16.5885
-15.9469,19.9974,21.1847,16.8467
-15.8211,20.1009,21.3579,16.9684
-21.1434,21.1726,21.5111,16.1513
-22.6119,19.0537,21.4759,8.9625
-23.9539,18.4856,21.3418,7.1624
-24.8362,18.2293,21.2995,6.1833
-25.2538,18.1461,21.3867,5.5457
-24.8753,17.9526,21.2153,5.1211
-24.4544,18.0236,21.2904,4.997
-24.86,17.8658,21.1575,4.8237
-25.3686,17.9074,21.1582,4.7872
-25.2078,17.7826,21.0587,4.5657
-25.5931,17.5927,20.8721,4.3162
-25.0415,17.6737,20.9704,4.3725
-24.8758,17.5043,20.8695,4.3066
-24.8041,17.6617,21.1233,4.475
-25.6798,17.5914,21.0408,4.3755
-26.0044,17.4535,21.0866,4.1913
-25.9501,17.4355,20.9809,4.0479
-25.4041,17.2834,20.9548,3.9499
-24.5937,17.4586,21.0818,4.1762
-24.6008,17.3436,20.8488,4.127
-24.9555,17.5198,20.6369,4.2594
-22.0528,18.371,21.0623,10.6397
-20.6408,18.6927,20.9721,12.9736
-19.5,18.8935,20.9197,14.4442
-18.4917,19.0695,20.7796,15.1557
-17.8935,19.1538,20.7815,15.7054
-17.3744,19.354,21.0273,16.0303
-16.7996,19.5145,21.2065,16.2845
-16.5948,19.6571,21.1779,16.5564
-15.7566,19.7708,21.0631,16.6179
-17.2123,20.1324,20.7884,16.9191
-22.8917,18.7615,20.902,9.2252
-24.1631,18.1028,20.8812,7.1775
-25.525,17.9452,21.0489,6.1042
-25.3049,17.7728,21.0466,5.3134
-24.6917,17.8699,21.259,5.0242
-24.4274,17.8447,21.2592,4.8855
-24.3415,17.8591,21.0798,4.8537
-24.9643,17.8505,21.0961,4.7671
-25.3687,17.7637,21.2291,4.5744
-25.6383,17.8236,21.3656,4.4903
-25.2963,17.6952,21.2484,4.3425
-24.5436,17.6945,20.9934,4.3801
-24.1884,17.6428,20.8316,4.3963
-24.9573,17.5126,21.0325,4.3009
-25.2038,17.5909,20.9459,4.2968
-25.8327,17.4914,21.2962,4.0986
-25.7085,17.6061,21.4508,4.1129
-25.3093,17.5856,21.4002,4.0815
-24.8968,17.5653,21.5215,4.1162
-24.7746,17.7228,21.6202,4.2968
-21.8765,18.6781,21.7704,10.1487
-20.7275,19.1451,21.851,12.9518
-19.8119,19.4156,21.8673,14.449
-18.7012,19.6763,21.8488,15.413
-17.9187,19.8913,21.942,15.9667
-17.1361,20.0962,21.8122,16.3106
-16.6393,20.2745,21.7794,16.7096
-16.2621,20.3858,21.9086,16.8278
-16.0916,20.5133,21.9467,17.0556
-15.6169,20.5896,21.936,17.1901
-22.4297,19.4409,21.9102,10.2276
-23.4269,18.8779,21.9054,7.9016
-23.9782,18.5698,21.9534,6.7818
-24.2435,18.4605,21.7984,6.0288
-24.9294,18.288,21.778,5.4535
-25.2089,18.1891,21.8323,5.1111
-25.1058,18.2313,21.8095,4.9461
-24.284,18.1692,21.9016,4.8448
-24.1844,18.2905,21.8456,5.0386
-24.7533,18.1641,21.9334,4.8369
-25.3092,18.153,21.8446,4.7974
-25.5935,17.9711,21.8734,4.4888
-25.6483,17.9525,21.8867,4.4062
-25.4536,18.0094,21.8222,4.3788
-24.7705,17.8886,21.9576,4.3624
-24.1042,18.0154,21.8732,4.497
-24.6452,17.8942,21.9657,4.4405
-25.4882,17.9265,21.9684,4.4305
-25.8146,17.8908,21.8927,4.3045
-25.4786,17.7421,21.8347,4.0851
-22.7034,18.837,21.917,9.3773
-20.8873,19.2262,22.0215,12.4753
-19.5178,19.6291,21.9558,14.2404
-18.7992,19.9417,21.9873,15.3121
-18.0649,20.1664,21.9795,16.0218
-17.6692,20.3389,22.0265,16.4706
-17.354,20.4748,22.0191,16.7343
-16.687,20.5391,21.9092,16.9642
-16.2671,20.7073,22.0615,17.0428
-15.482,20.8222,22.0328,17.3003
-15.0166,20.9304,22.0825,17.4618
-14.6375,21.0311,21.9834,17.5922
-14.5869,21.1153,22.0948,17.7882
-14.3895,21.1799,22.0235,17.8162
-14.6942,21.2262,22.1288,17.9584
-14.2506,21.2876,22.1118,18.0283
-13.8009,21.3654,22.0396,18.0949
-13.4359,21.4012,22.037,18.2364
-13.1073,21.4553,22.0351,18.26
-13.079,21.4903,22.0029,18.4351
-13.2573,21.536,22.01,18.4229
-13.3972,21.581,22.0693,18.529
-13.4501,21.6185,22.0362,18.574
-13.3811,21.6446,22.0358,18.5465
-20.4127,20.4955,22.0506,13.0788
-22.1878,19.2576,22.1577,9.3786
-23.6574,19.0032,22.078,8.0799
-24.3428,18.8073,22.0725,7.1235
-24.948,18.6548,22.0701,6.3813
-25.3618,18.6286,22.091,5.9387
-25.2009,18.4768,22.0261,5.5922
-24.8972,18.5522,22.1235,5.4402
-24.5843,18.4189,22.059,5.3316
-24.555,18.4913,22.1417,5.3429
-24.93,18.3953,22.1228,5.1806
-25.7512,18.2687,22.092,4.9497
-25.8744,18.2614,22.0393,4.8327
-26.0737,18.0275,22.0616,4.552
-25.7261,18.1324,22.3326,4.4877
-25.1071,17.9792,22.1238,4.4072
-24.9531,18.1578,22.0617,4.6542
-25.0184,18.0302,22.0499,4.5436
-25.3709,17.9991,22.074,4.5224
-26.2094,17.9416,22.09,4.3822
-24.2021,19.1371,22.0999,8.0285
-21.8787,19.2316,22.215,12.3043
-20.452,19.6189,22.1306,14.0823
-19.2472,19.9007,22.1132,15.4312
-18.2491,20.1814,22.096,16.1227
-17.5191,20.3873,22.0988,16.6525
-17.031,20.5511,22.1165,16.9866
-16.6236,20.6763,22.0735,17.1793
-16.319,20.8244,22.0905,17.444
-16.147,20.9102,22.1101,17.4828
-22.5386,20.6356,22.1054,13.3248
-23.525,19.1859,22.1454,8.7977
-24.2347,18.7697,22.114,7.3209
-24.0641,18.6387,22.1287,6.397
-24.66,18.416,22.2381,5.7243
-24.7732,18.5306,22.1396,5.4912
-25.692,18.3315,22.1869,5.1286
-25.7641,18.3315,22.186,4.9136
-25.6462,18.2598,22.0751,4.7513
-25.8496,18.1643,22.1323,4.5909
-25.1926,18.1561,22.1192,4.5081
-24.7387,18.0956,22.0838,4.5448
-24.9635,18.2102,22.0911,4.7174
-25.0501,18.0298,22.1395,4.5214
-25.4493,18.0565,22.0422,4.4999
-26.2041,17.9137,22.0943,4.2541
-26.4784,17.8942,22.0676,4.1183
-26.2368,17.7941,22.0665,3.9881
-25.8883,17.7935,22.0759,3.9977
-25.5837,17.8474,22.0478,4.0141
-23.9487,18.751,22.0614,6.5645
-21.2653,19.1389,22.1137,11.7077
-20.1252,19.5535,22.1766,13.5698
-19.2084,19.8665,22.1273,15.0225
-18.7201,20.0935,22.1002,15.756
-18.2199,20.2804,22.097,16.3703
-17.6899,20.4067,22.1928,16.6519
-17.2583,20.5586,22.1002,16.8932
-16.8172,20.6365,22.1201,17.1149
-16.1399,20.7864,22.0715,17.225
-22.0147,21.1821,22.0465,14.8512
-23.3543,19.1281,22.1172,8.9767
-24.4996,18.7882,22.0908,7.5221
-25.3672,18.5695,22.1338,6.4403
-25.9615,18.3746,22.0869,5.5637
-26.4961,18.2825,22.1146,4.9919
-25.7002,18.185,22.1473,4.6307
-25.368,18.2245,22.1166,4.6278
-25.1985,18.0872,22.1331,4.4837
-25.1647,18.1883,22.1392,4.6271
-25.5041,18.0556,22.104,4.4736
-25.8011,18.1092,22.0788,4.4933
-26.3418,17.9842,22.1647,4.3101
-26.473,17.9625,22.1301,4.1948
-26.6671,17.9422,22.1661,4.0834
-26.283,17.8563,22.1466,4.0165
-25.8545,17.9409,22.0603,4.0931
-25.2469,17.8434,22.1991,4.0481
-25.2004,17.889,22.1778,4.1595
-25.1302,17.9565,22.1547,4.2267
-24.9295,18.4545,21.8628,5.3614
-21.9539,19.1276,21.8684,11.2606
-20.8754,19.5102,21.967,13.1536
-20.1948,19.7635,22.0812,14.5907
-19.3848,19.9672,21.9879,15.4889
-18.5036,20.1711,22.064,16.0992
-17.9276,20.3176,21.9938,16.4873
-17.012,20.497,22.0583,16.7499
-16.6079,20.6801,22.1384,17.0781
-16.2522,20.8078,22.0766,17.2122
-22.0086,21.6768,22.1221,16.4241
-23.9603,19.2478,22.1809,9.3671
-25.5654,18.8022,22.0849,7.656
-26.1553,18.5089,22.0984,6.3392
-26.2046,18.4058,22.1341,5.4663
-25.5452,18.3069,22.1179,4.8598
-25.2542,18.2628,22.1873,4.8143
-25.2158,18.3446,22.0759,4.7294
-25.2653,18.3247,22.2201,4.8135
-25.5158,18.3022,22.1719,4.6988
-25.8722,18.1924,22.1945,4.5494
-26.3762,18.2161,22.1699,4.5021
-26.5168,18.085,22.2814,4.297
-26.496,18.0699,22.1716,4.1559
-26.3199,17.9453,22.1469,3.9431
-25.9234,17.9319,22.0893,3.9688
-25.6389,17.9612,22.1127,4.0895
-25.1699,17.9422,22.0552,4.1413
-24.902,17.9695,22.0182,4.2312
-25.5822,17.8969,22.087,4.1299
-25.8097,18.142,22.142,4.3133
-22.5678,19.1051,22.259,10.6848
-21.4366,19.4815,22.304,12.9351
-20.6888,19.7628,22.2144,14.2948
-19.6795,19.9747,22.1637,15.3448
-19.1308,20.1718,22.3222,16.0653
-18.2374,20.3688,22.4025,16.5737
-17.7029,20.5531,22.374,16.8962
-16.922,20.6927,22.3353,17.179
-17.0203,20.7897,22.3564,17.3906
-20.4374,21.4953,22.4203,17.7696
-24.5169,19.666,22.3559,10.0443
-25.9294,19.2369,22.3145,8.2835
-26.5581,18.9474,22.5122,6.9676
-26.0423,18.777,22.5578,5.934
-25.3165,18.6938,22.5141,5.3815
-25.0567,18.7177,22.5923,5.2603
-25.4016,18.7623,22.7597,5.2607
-25.5066,18.8258,22.8212,5.2559
-26.0047,18.7807,22.8232,5.203
-26.3364,18.7367,22.8076,5.0515
-26.5448,18.6949,22.7498,4.9189
-27.0976,18.6267,22.7348,4.7833
-27.3217,18.511,22.7455,4.598
-26.7026,18.4621,22.7546,4.4935
-26.2823,18.4435,22.6551,4.5066
-25.8435,18.4316,22.6966,4.5644
-25.574,18.4457,22.5885,4.6006
-25.5256,18.4322,22.7101,4.6509
-25.8015,18.4139,22.7292,4.6655
-26.066,18.3925,22.6742,4.6022
-22.9487,19.6519,22.7845,10.7125
-21.7399,19.7243,22.646,13.0273
-20.6645,19.9758,22.7596,14.4454
-20.1085,20.1753,22.5962,15.4344
-19.4455,20.3268,22.4865,16.2034
-18.9284,20.5102,22.4391,16.6433
-18.1201,20.5707,22.6665,16.9751
-17.5252,20.663,22.5695,17.2459
-17.0845,20.8068,22.6708,17.5062
-16.6742,20.8909,22.6391,17.7196
-23.8036,20.2243,22.771,10.9828
-25.4255,19.6293,22.6955,8.7904
-26.4413,19.3341,22.807,7.5357
-27.0701,19.0555,22.6912,6.3779
-26.2929,18.9434,22.6448,5.6361
-25.8161,18.8746,22.6565,5.3276
-25.6039,18.9081,22.6345,5.2305
-25.5273,18.8272,22.6633,5.1517
-25.7193,18.764,22.6801,5.0792
-26.0561,18.7291,22.6869,5.023
-26.4752,18.6445,22.6837,4.9053
-26.9973,18.5629,22.6846,4.7219
-27.3675,18.5402,22.6978,4.6492
-27.1956,18.4588,22.7067,4.4796
-26.6456,18.5195,22.6335,4.4722
-26.1912,18.407,22.6301,4.4502
-25.859,18.3866,22.7246,4.4718
-25.5469,18.3782,22.6685,4.5813
-25.6607,18.36,22.6688,4.6154
-25.9702,18.3085,22.643,4.5618
-23.4053,19.5667,22.6586,9.8649
-22.0591,19.6069,22.6064,12.5381
-20.9717,19.8718,22.5376,14.0078
-20.5988,20.0804,22.5575,15.054
-19.861,20.2581,22.5685,15.8279
-19.4034,20.4335,22.5565,16.393
-18.7196,20.5715,22.5317,16.7602
-18.1076,20.7101,22.5198,17.0468
-17.2925,20.6964,22.5153,17.2992
-16.8637,20.7714,22.5177,17.4787
-23.3234,20.4834,22.5777,11.7904
-25.0258,19.528,22.5957,8.942
-26.2368,19.1984,22.6361,7.6847
-27.0485,18.9499,22.5521,6.5547
-27.5789,18.8124,22.5683,5.6713
-27.0811,18.6604,22.5425,5.0749
-26.4393,18.6402,22.5257,4.8539
-25.9744,18.5764,22.5057,4.7538
-25.7087,18.5104,22.5046,4.7673
-25.5449,18.4747,22.5301,4.7138
-25.9704,18.4502,22.5021,4.7203
-26.1905,18.4214,22.5089,4.6462
-26.5927,18.3614,22.5227,4.5078
-27.2385,18.2811,22.5015,4.335
-27.4882,18.2022,22.5245,4.2084
-27.0591,18.1185,22.502,4.0089
-26.0513,18.1066,22.5151,4.0247
-25.511,18.1082,22.5086,4.1655
-25.4522,18.127,22.536,4.2797
-25.5421,18.1058,22.4825,4.3441
-23.6571,19.4022,22.475,8.7645
-21.9542,19.3669,22.4616,11.9568
-21.1176,19.6325,22.4358,13.4508
-20.5814,19.8471,22.4736,14.5468
-20.2838,20.0473,22.4741,15.36
-19.518,20.2371,22.4707,15.986
-19.2416,20.4455,22.3941,16.4024
-18.3801,20.5834,22.4103,16.7295
-17.9884,20.6802,22.388,16.9653
-17.4585,20.8288,22.3562,17.142
-22.2925,20.7135,22.4281,12.7082
-23.3186,19.5356,22.4438,9.2054
-23.8977,19.2929,22.3998,8.1685
-24.5596,19.1564,22.4123,7.3473
-25.4866,18.8823,22.3977,6.4028
-26.5075,18.7096,22.3868,5.702
-27.2093,18.5805,22.4137,5.2005
-27.9298,18.544,22.4409,4.8553
-27.1038,18.3867,22.4124,4.4816
-25.8752,18.3797,22.4326,4.4591
-25.3568,18.3824,22.4186,4.5329
-25.3106,18.3713,22.4329,4.6184
-25.6171,18.3654,22.4166,4.6421
-26.0126,18.3051,22.3774,4.5235
-26.1456,18.2082,22.3792,4.419
-26.0641,18.1571,22.3478,4.3273
-25.9022,18.1124,22.3842,4.2392
-25.6154,18.0873,22.3845,4.2936
-25.1571,18.0561,22.4053,4.3317
-25.0704,18.0527,22.3855,4.3828
-23.5685,19.2428,22.4036,7.6773
-21.417,19.2912,22.3811,11.5971
-20.525,19.5271,22.3707,13.1527
-19.85,19.7559,22.3125,14.2271
-19.2996,19.9928,22.3501,15.0587
-18.7297,20.1834,22.3551,15.724
-18.0089,20.3432,22.31,16.2012
-17.3094,20.4802,22.2632,16.5549
-16.7768,20.4844,22.3118,16.8403
-16.3324,20.533,22.3186,17.0519
-21.567,21.0534,22.3009,13.952
-23.0977,19.5138,22.3216,9.5049
-24.4851,19.2414,22.3052,8.3037
-25.5127,18.976,22.3243,7.32
-25.724,18.6882,22.3242,6.293
-26.4451,18.551,22.2955,5.5041
-26.1864,18.4351,22.312,5.017
-26.0955,18.3554,22.2976,4.6907
-25.7219,18.3087,22.3002,4.5855
-25.358,18.2793,22.2782,4.5434
-24.9737,18.2681,22.2192,4.5294
-24.8287,18.2433,22.2963,4.6195
-24.7946,18.2143,22.2506,4.594
-25.1973,18.1694,22.2497,4.5576
-25.6594,18.1167,22.2682,4.515
-26.1994,18.0639,22.2657,4.354
-26.6766,17.9879,22.2713,4.1999
-26.8231,17.9144,22.2922,4.092
-27.2008,17.857,22.2908,3.9841
-26.8543,17.7844,22.2723,3.8419
-25.2631,18.6576,22.2785,5.8829
-22.6084,19.1783,22.2952,10.8417
-21.2558,19.3863,22.27,12.5989
-20.088,19.6034,22.258,13.7524
-19.2548,19.7428,22.2271,14.6103
-18.4482,19.8865,22.2425,15.3487
-17.9171,20.0186,22.2161,15.9027
-17.5352,20.1274,22.2429,16.334
-17.1671,20.2422,22.2374,16.6742
-17.091,20.3676,22.1827,16.8867
-22.5329,21.4102,22.1812,15.1311
-24.6342,19.4968,22.1983,9.6462
-25.6123,19.0555,22.2394,8.2409
-25.9096,18.7974,22.2037,7.1264
-26.2283,18.6245,22.1961,6.1349
-25.8462,18.4679,22.1991,5.3943
-25.4602,18.4008,22.2013,5.0284
-25.2967,18.3632,22.1854,4.8491
-25.2148,18.321,22.1552,4.7283
-25.241,18.2855,22.1916,4.7255
-25.2862,18.2504,22.1844,4.6413
-25.604,18.1999,22.1988,4.5914
-26.0582,18.1581,22.1524,4.4733
-26.2333,18.0666,22.2129,4.3598
-26.7594,17.9761,22.1627,4.2222
-26.9398,17.9137,22.1907,4.0908
-27.1701,17.8304,22.1636,3.9757
-26.9182,17.7942,22.1699,3.8249
-26.7002,17.7487,22.1207,3.7946
-26.2915,17.7557,22.155,3.8389
-25.45,18.2743,22.1391,4.7235
-22.5652,19.1093,22.1709,10.4005
-21.2012,19.3126,22.1345,12.2188
-20.0364,19.499,22.1473,13.519
-19.2144,19.64,22.1096,14.3929
-18.5339,19.7899,22.128,15.1003
-17.9564,19.9312,22.1792,15.6871
-17.6129,20.0378,22.1396,16.1415
-17.2445,20.1448,22.1081,16.4845
-17.0698,20.2557,22.0621,16.7349
-16.9013,20.3844,22.0812,16.9249
-16.8315,20.5292,22.1415,17.0448
-16.7204,20.6588,22.0924,17.2054
-16.973,20.8164,22.0855,17.3038
-16.6926,20.9791,22.0699,17.3849
-16.3371,21.076,22.0824,17.455
-16.2494,21.1556,22.0855,17.5203
-15.9415,21.301,22.0698,17.6185
-15.6723,21.3867,22.0638,17.6672
-15.0824,21.43,22.082,17.7316
-14.748,21.4143,22.0474,17.8146
-14.5333,21.2144,22.0658,17.8854
-14.4349,21.2299,22.0765,17.9669
-14.3649,21.2699,22.0356,18.0384
-20.0059,22.3239,22.0927,18.0408
-22.9721,19.8107,22.0875,10.9815
-24.9974,19.2059,22.0813,9.1396
-25.9928,18.8983,22.0382,7.9371
-27.023,18.6374,22.0652,6.7728
-27.3843,18.4298,22.0432,5.7966
-26.8065,18.3101,22.0174,5.118
-26.19,18.2518,22.0062,4.8166
-25.4983,18.226,21.9961,4.7093
-25.4013,18.2079,22.0137,4.7252
-25.271,18.1862,21.9735,4.7076
-25.2229,18.1549,21.958,4.6773
-25.3413,18.1256,22.02,4.6094
-25.6203,18.0533,22.0213,4.5244
-26.0383,18.0288,21.9802,4.4081
-26.2989,17.9428,21.9764,4.245
-26.5132,17.8826,21.9787,4.1742
-26.7946,17.8084,22.0123,4.0384
-26.815,17.7675,22.0211,3.9817
-26.7702,17.7245,21.9846,3.8688
-26.4371,17.6914,21.9897,3.8362
-23.2031,19.0379,21.9962,9.8657
-21.7909,19.2395,22.0281,12.0193
-20.6143,19.4183,22.0315,13.3359
-19.6935,19.5987,22.0047,14.2885
-18.9806,19.7467,21.9556,15.0671
-18.5998,19.8964,22.0062,15.6625
-18.1437,19.9802,21.9731,16.1396
-17.7993,20.1188,21.9426,16.4577
-17.5651,20.3229,21.9967,16.7164
-17.5422,20.4956,21.9316,16.8818
-24.4494,19.6015,21.9741,10.5134
-25.6219,18.9549,21.9605,8.5664
-26.0201,18.624,21.9253,7.3416
-25.5449,18.4105,21.9334,6.2746
-25.0661,18.2918,21.9447,5.5387
-25.0376,18.2258,21.8873,5.1374
-24.8503,18.177,21.8909,4.8985
-24.7916,18.1494,21.9173,4.8048
-24.8651,18.1124,21.912,4.7133
-25.1305,18.0748,21.9235,4.6675
-25.7618,17.9972,21.9016,4.5374
-25.8478,17.9549,21.9035,4.3854
-26.3701,17.8571,21.8606,4.2002
-27.0899,17.7785,21.8542,4.0564
-27.5897,17.7228,21.9115,3.9191
-27.4992,17.6531,21.8933,3.7688
-27.0378,17.5914,21.9119,3.6501
-26.2154,17.5848,21.8622,3.6195
-25.4897,17.5625,21.9223,3.7221
-25.4245,17.5966,21.8989,3.8696
-22.9627,18.9756,21.8883,9.1755
-21.5515,18.9937,21.8728,11.6318
-20.6396,19.2348,21.8972,13.0065
-19.9929,19.457,21.8775,13.9353
-19.3552,19.6325,21.8464,14.6896
-18.9459,19.8293,21.8849,15.3304
-18.694,19.9831,21.8414,15.8165
-18.3801,20.1598,21.8646,16.1606
-18.2873,20.3232,21.7897,16.4212
-18.3185,20.5509,21.5054,16.548
-23.6858,19.5503,21.3585,10.8987
-24.7108,18.67,21.1731,8.5586
-24.9685,18.32,21.2978,7.43
-25.1494,18.1206,21.3776,6.3926
-25.1321,17.9619,21.4733,5.5734
-24.896,17.9148,21.5092,5.0511
-24.776,17.8755,21.5393,4.7682
-24.6354,17.847,21.616,4.6531
-24.7296,17.8178,21.6391,4.5867
-24.9397,17.7852,21.6578,4.4819
-25.4238,17.7534,21.6655,4.3876
-25.9505,17.6954,21.7018,4.25
-26.2032,17.6254,21.7225,4.1129
-26.884,17.567,21.7557,3.9453
-27.6992,17.5069,21.7582,3.771
-27.6444,17.4231,21.6896,3.5591
-27.0747,17.3895,21.6926,3.4574
-26.1899,17.3827,21.7025,3.4514
-25.7696,17.3996,21.7473,3.5853
-25.574,17.4038,21.7566,3.7168
-23.5372,18.7968,21.7564,8.2289
-21.8619,18.8593,21.7467,11.1145
-20.9599,19.087,21.7644,12.5755
-20.2436,19.2889,21.7107,13.5897
-19.6397,19.4759,21.722,14.3543
-19.3003,19.6716,21.6884,14.9784
-18.8824,19.8416,21.7069,15.499
-18.4752,20.0028,21.7157,15.8746
-18.3346,20.1188,21.7261,16.1745
-18.1556,20.2586,21.7297,16.4068
-24.2076,19.9051,21.6993,11.7963
-25.5456,18.8005,21.6789,8.7598
