Exhaust,Supply,Return,Outside
-24.546,14.939,21.9091,-4.8076
-24.4737,14.8345,22.0088,-4.7785
-24.3401,14.5689,22.0469,-4.9109
-24.2794,14.2829,21.9545,-5.0772
-24.2094,14.7079,22.0463,-4.9368
-23.9254,14.8932,21.9794,-4.7113
-23.9147,14.6314,22.0582,-4.7134
-23.6969,14.3783,22.0268,-4.8748
-23.6526,14.6812,22.11,-4.7618
-23.7559,14.942,22.0097,-4.4367
-23.5876,14.6749,22.0548,-4.5073
-23.5945,14.4018,22.1476,-4.6726
-23.6019,14.5865,22.1397,-4.6722
-23.7174,15.0891,22.1772,-4.2866
-23.743,14.7135,21.9908,-4.3778
-23.8717,14.3752,21.9211,-4.5945
-24.0405,14.331,22.1208,-4.766
-24.2199,15.0152,22.0943,-4.3688
-24.4499,14.6934,21.9241,-4.4506
-24.7326,14.298,22.0669,-4.7782
-24.9434,14.0937,21.9923,-5.056
-24.9221,14.67,22.0301,-4.8167
-25.3016,14.4637,22.1012,-4.7875
-25.4344,14.1194,22.0089,-5.1109
-25.4977,13.7958,22.0517,-5.4286
-25.4734,14.1672,22.0835,-5.3723
-25.0847,14.2753,22.1926,-5.172
-24.7775,14.0027,22.1927,-5.2058
-24.6665,13.6501,22.0828,-5.3487
-24.3825,13.9048,22.2271,-5.253
-24.2489,14.417,22.0729,-4.7781
-24.0792,14.1579,22.1084,-4.774
-24.0821,14.8983,21.4755,-5.0697
-21.6725,10.5993,20.3627,-2.6675
-18.5144,11.8067,20.1375,-0.6907
-17.8197,13.265,20.0192,1.5905
-16.1357,14.1529,20.1467,3.7692
-15.4074,14.6061,20.2318,5.2557
-14.1307,15.709,20.3686,6.5642
-12.8358,16.1355,20.4324,7.7238
-11.8722,16.0791,20.4303,8.3468
-11.6381,16.3653,20.5153,8.798
-11.2792,16.8493,20.5878,9.4366
-10.6314,16.858,20.6744,9.846
-10.7844,16.8624,20.6953,10.0213
-9.9033,17.3896,20.6635,10.4104
-10.2038,17.38,20.687,10.7362
-10.1257,17.1725,20.7114,10.7645
-10.8309,17.5928,20.7468,10.9273
-10.3231,17.7474,20.7848,11.2103
-9.974,17.4673,20.8342,11.2697
-9.9975,17.5805,20.8871,11.2361
-10.6689,17.9981,20.799,11.5893
-23.6924,17.4179,21.6378,6.7817
-24.9616,16.3362,21.807,3.2197
-25.6024,15.8307,21.7633,1.1477
-26.2598,15.9425,21.7385,-0.3302
-26.8554,15.4391,21.8493,-1.8069
-26.9872,14.916,21.6799,-3.1302
-26.7334,14.6575,21.8421,-3.9989
-26.268,15.1478,22.0128,-4.1518
-25.6976,14.9729,22.0127,-4.3046
-25.2395,14.6159,22.0573,-4.5166
-24.7954,14.5321,22.1276,-4.652
-24.635,15.1624,22.0684,-4.3746
-24.5634,15.138,22.0702,-4.1859
-24.5852,14.8362,21.8765,-4.3562
-24.5454,14.6187,21.9318,-4.5728
-24.7187,15.0596,21.9137,-4.5421
-24.7892,15.2109,22.0164,-4.3302
-24.7946,14.9376,22.0767,-4.4556
-24.724,14.6417,22.0911,-4.7188
-24.6332,14.9506,22.1595,-4.6888
-24.6169,15.2636,22.105,-4.394
-24.5917,14.9427,22.1922,-4.5204
-24.5919,14.6023,22.2334,-4.6952
-24.2891,14.9568,22.1652,-4.6502
-24.0978,15.3493,22.1105,-4.2801
-24.0271,14.9919,22.0994,-4.2929
-23.8556,14.6996,22.0904,-4.4744
-23.7208,14.7136,22.2293,-4.5409
-23.3872,15.2926,22.2276,-4.1232
-23.6722,15.0471,22.2137,-4.0755
-23.5807,14.7645,22.1703,-4.2277
-23.6532,14.6068,22.168,-4.3792
-23.581,15.1033,22.1526,-4.1513
-23.7664,15.054,22.2847,-3.9928
-23.8349,14.7517,22.2047,-4.1971
-24.0073,14.4866,22.3204,-4.4504
-24.2919,14.836,22.2369,-4.3821
-24.5761,15.068,22.0241,-4.1421
-24.6651,14.6668,22.1091,-4.3816
-24.8651,14.3149,22.2614,-4.6839
-25.1537,14.2215,22.2514,-4.9072
-25.3428,14.7868,22.3059,-4.6803
-25.4852,14.58,22.2777,-4.7367
-25.5961,14.2236,22.2942,-5.0076
-25.4227,13.951,22.3117,-5.2684
-25.2411,14.2274,22.3183,-5.2116
-24.8681,14.5542,22.1155,-4.8391
-24.543,14.2827,22.1593,-4.7667
-24.3356,14.0162,22.2628,-4.8691
-24.298,13.9169,22.1898,-4.9458
-21.6472,3.1875,20.6915,-2.5546
-21.7039,-4.9903,20.0822,4.0221
-21.559,-7.2117,20.3135,6.5277
-21.4475,-8.774,20.0525,8.0418
-21.4678,-11.0545,20.2166,9.1495
-21.3059,-12.5913,20.4008,9.3108
-21.0248,-13.4275,20.2477,9.1236
-20.5792,-13.7225,20.4505,9.5198
-19.9748,-14.1967,20.3079,9.9189
-19.4817,-14.3352,20.3234,9.7089
-19.1414,-14.7716,20.2272,9.4659
-18.8954,-15.3502,20.1855,10.1059
-18.5628,-15.5498,20.4037,10.2236
-18.2673,-15.7136,20.5014,9.917
-18.0128,-15.8106,20.3729,9.8315
-17.8726,-16.158,20.4797,10.6109
-17.7197,-16.482,20.227,10.5012
-17.5809,-16.612,20.196,10.1207
-0.9196,-18.0822,20.9258,10.7152
5.5376,7.0787,21.0997,10.7707
-0.5389,11.1336,21.4195,11.8327
-7.1493,13.8431,21.6336,7.3159
-11.2712,14.0688,21.6872,4.2974
-19.6286,15.0881,21.885,3.0278
-21.1425,15.4087,21.8887,1.8032
-21.7897,15.3027,21.8109,0.4863
-21.8337,15.1723,22.0121,-0.603
-22.3841,15.593,22.021,-1.2106
-22.6689,15.8771,22.1288,-1.5067
-22.8428,15.6712,22.2411,-1.969
-22.9661,15.4651,22.3134,-2.4101
-23.1156,15.5933,22.2441,-2.7362
-23.307,16.0666,22.2607,-2.6615
-23.6063,15.8091,22.406,-2.8349
-23.8645,15.3849,22.3827,-3.2803
-23.9781,15.418,22.3643,-3.5448
-24.3508,15.9657,22.1657,-3.332
-24.4163,15.6673,22.2262,-3.5087
-24.7693,15.3458,22.2213,-3.8381
-24.8425,15.1246,22.1064,-4.1532
-25.0441,15.6446,22.1215,-4.0322
-25.177,15.5447,22.2745,-4.0776
-24.9827,15.1926,22.2947,-4.2946
-24.9281,14.9502,22.1898,-4.5403
-24.8116,15.3513,22.1728,-4.4398
-24.4064,15.5761,22.2172,-4.0507
-24.1812,15.284,22.3418,-4.0912
-24.226,14.9977,22.0617,-4.2795
-24.0058,15.0115,22.2609,-4.2957
-24.0206,15.5152,22.3165,-3.93
-23.8638,15.3846,22.2613,-3.8887
-23.7928,15.087,22.3084,-4.0171
-23.7962,14.8315,22.3089,-4.1629
-23.6753,15.3446,22.3059,-3.9737
-23.766,15.5222,22.2021,-3.6485
-23.634,15.2161,22.2102,-3.7797
-23.6181,14.8705,22.3314,-3.9475
-23.6811,14.9631,22.3623,-3.9883
-23.5738,15.5619,22.2158,-3.5213
-23.7457,15.2658,22.3206,-3.5762
-23.6617,14.9664,22.2373,-3.7535
-24.0966,14.7197,22.3544,-3.9987
-24.1303,15.1566,22.4307,-3.7922
-24.2734,15.2428,22.405,-3.6458
-24.3602,14.9802,22.286,-3.8442
-24.5251,14.5988,22.462,-4.1102
-24.788,14.6861,22.3094,-4.2179
-24.9484,15.0138,22.2734,-4.0194
-24.8968,14.8676,22.3909,-4.1048
-25.0366,14.5643,22.3323,-4.3434
-24.9739,14.9882,22.2204,-4.9033
-25.1275,13.1341,22.051,-3.2078
-24.9695,12.0946,22.1494,-2.5776
-24.4952,11.6299,22.1559,-2.4285
-24.0154,12.3306,22.2291,-1.5715
-23.6997,12.1995,22.2377,-1.3155
-23.5345,11.6474,22.1498,-1.4624
-23.3111,11.7661,22.1846,-1.3819
-23.2015,12.1799,22.1251,-0.8285
-23.1301,11.7051,22.2383,-1.0487
-23.1373,11.4294,22.0849,-1.2586
-23.2065,12.1026,22.2509,-0.6928
-23.1392,11.8067,22.1324,-0.7104
-23.4057,11.3215,22.2186,-1.059
-23.5495,11.2919,22.1068,-1.1605
-23.7177,11.6731,22.1387,-0.7828
-23.9216,11.2689,22.1515,-0.972
-24.3084,11.0788,22.1862,-1.1825
-24.4115,11.4663,22.4177,-0.853
-24.5792,11.1527,22.3935,-1.0169
-24.9299,10.8058,22.4342,-1.2747
-25.11,12.8487,22.4828,-2.0954
-25.2888,13.4652,22.3569,-2.5484
-25.4876,13.3207,22.2962,-3.1384
-26.042,13.1069,22.301,-3.7004
-26.2453,13.1694,22.3413,-4.0414
-26.2025,13.5887,22.2475,-3.9083
-25.8945,13.3381,22.2736,-4.1326
-25.4515,13.0582,22.2862,-4.3452
-24.9069,13.0768,22.2619,-4.3362
-24.5331,13.6973,22.2958,-3.7911
-24.1919,13.6334,22.2479,-3.6326
-24.0257,13.4073,22.1209,-3.6951
-23.9381,13.2933,22.3853,-3.7678
-23.9765,13.865,22.369,-3.3813
-24.008,13.8183,22.3196,-3.2457
-24.0919,13.5684,22.3649,-3.3944
-24.0015,13.3617,22.3047,-3.593
-24.2742,13.5326,22.3441,-3.6161
-24.3315,13.9194,22.2692,-3.258
-24.3587,13.655,22.3366,-3.3867
-24.2607,13.3665,22.3652,-3.6175
-24.4174,13.1993,22.4302,-3.8092
-24.3499,13.7514,22.3924,-3.5354
-24.3389,13.6707,22.3893,-3.4048
-24.3113,13.3832,22.365,-3.5953
-24.163,13.1524,22.4022,-3.7793
-24.1714,13.2683,22.5188,-3.8076
-24.0025,13.736,22.2359,-3.4131
-23.901,13.5034,22.4036,-3.4331
-23.7979,13.2905,22.2725,-3.57
-23.6189,13.0671,22.1451,-3.7177
-23.4384,13.4498,22.336,-3.4973
-23.4771,13.6109,22.3447,-3.2004
-23.4141,13.3592,22.2142,-3.2597
-23.3949,13.1583,22.1774,-3.4536
-23.3777,13.2009,22.4557,-3.458
-23.5259,13.6859,22.3966,-3.0726
-23.5534,13.4406,22.3763,-3.1015
-23.5303,13.2354,22.3015,-3.3119
-23.8679,12.9537,22.4577,-3.5373
-23.9855,13.0689,22.2928,-3.5676
-24.1851,13.3925,22.5312,-3.3127
-24.3918,13.2464,22.5195,-3.4014
-24.5664,12.9805,22.4195,-3.6355
-24.7945,12.7587,22.1712,-3.8738
-24.9913,12.9666,22.3444,-3.8589
-25.1601,13.1659,22.3326,-3.6898
-25.2704,12.8669,22.362,-3.8491
-25.1479,12.5447,22.3253,-4.1316
-25.0117,12.5182,22.4086,-4.1945
-24.8679,14.09,22.0028,-4.2554
-24.5958,10.3829,22.2304,-2.4543
-24.664,8.4329,21.6253,-1.5011
-24.2208,9.5044,20.3,-0.8439
-23.5,10.365,20.2743,-0.1601
-22.3349,10.9674,20.0916,1.0257
-19.4745,11.7328,20.1043,2.2721
-17.4969,13.2427,20.1409,3.6666
-16.4208,13.9718,20.2456,5.0667
-14.3868,14.2796,20.3227,6.1591
-14.5498,14.6016,20.3478,6.8643
-13.5302,15.4648,20.4843,7.6957
-12.8055,15.6385,20.5414,8.4292
-12.3754,15.6326,20.6222,8.9045
-11.7707,15.8641,20.7187,9.2917
-10.6257,16.3732,20.7996,9.7967
-11.0189,16.3507,20.7643,10.1047
-10.2086,16.2918,20.861,10.2477
-10.1279,16.7218,20.9207,10.4861
-9.9722,16.8689,21.0785,10.7833
-9.3451,16.7174,21.0098,10.9037
-21.1857,17.2473,21.8959,7.706
-23.602,16.8417,22.0414,4.438
-24.4868,16.2543,21.9905,2.6381
-25.1789,15.6491,22.0955,0.9872
-25.6883,15.2863,21.9822,-0.4704
-26.2068,15.697,22.16,-1.1682
-26.5739,15.4234,22.2394,-2.0911
-26.6886,14.9762,22.2883,-3.0131
-26.3977,14.7084,22.4621,-3.6666
-26.007,15.2009,22.5039,-3.8067
-25.5471,15.3033,22.466,-3.6973
-25.0747,14.9938,22.5004,-3.8305
-24.6831,14.7409,22.4961,-3.9813
-24.4487,15.1585,22.3667,-3.8825
-24.3726,15.4665,22.3578,-3.5492
-24.2171,15.2393,22.3106,-3.6286
-24.1551,14.9673,22.3338,-3.7783
-24.4109,15.1022,22.2898,-3.8558
-24.4387,15.5324,22.1885,-3.6168
-24.4032,15.3374,22.3233,-3.601
-24.4444,15.0738,22.3506,-3.8006
-24.2919,14.8889,22.356,-3.9606
-24.2687,15.2813,22.3965,-3.7971
-24.1143,15.3077,22.3845,-3.6907
-24.2241,15.0802,22.5143,-3.7977
-24.0205,14.9228,22.4143,-3.9024
-23.9124,15.4716,22.3489,-3.6194
-23.739,15.4576,22.44,-3.4733
-23.6097,15.1157,22.4211,-3.5686
-23.4579,14.9337,22.3656,-3.6785
-23.4375,15.4782,22.5243,-3.4033
-23.3054,15.5484,22.4067,-3.147
-23.4492,15.2346,22.3756,-3.287
-23.547,14.9273,22.5597,-3.4803
-23.6119,15.2439,22.4419,-3.4568
-23.6807,15.4852,22.4556,-3.202
-23.8714,15.217,22.5032,-3.2969
-23.9458,14.9268,22.4014,-3.5315
-24.1162,14.9072,22.459,-3.7116
-24.3124,15.3648,22.4582,-3.4479
-24.5653,15.1988,22.4821,-3.4561
-24.6798,14.8475,22.3784,-3.6816
-24.9774,14.6277,22.5578,-3.9693
-25.1615,15.1327,22.7064,-3.8455
-25.2515,15.1574,22.4683,-3.6987
-25.3864,14.8322,22.4916,-3.9215
-25.2057,14.534,22.4509,-4.1805
-24.9746,14.5126,22.33,-4.2623
-24.767,15.019,22.427,-3.9096
-24.3825,14.9133,22.364,-3.7383
-24.1369,15.2282,21.9984,-3.7481
-24.3864,12.3532,22.1072,-2.5119
-24.1465,12.2071,22.2152,-2.0794
-23.9591,12.5336,22.3824,-1.3221
-23.7312,15.2133,22.3785,1.7054
-21.5151,10.67,20.742,1.0374
-18.6613,11.2153,20.6991,1.3752
-16.919,12.3375,20.3761,2.0042
-16.1349,13.7234,20.4134,3.358
-15.2268,14.1646,20.5896,4.7766
-13.6191,14.4168,20.6883,5.8126
-12.5484,15.4846,20.8552,6.8384
-11.4895,15.9294,20.9011,7.8672
-11.037,15.9731,20.8684,8.5321
-10.9329,16.1312,20.9986,9.0342
-10.1293,16.8786,20.9626,9.7113
-9.8301,16.898,20.9574,10.2166
-9.8684,16.6964,21.0544,10.4444
-9.8059,17.2235,21.0866,10.689
-10.9771,17.4505,21.6647,10.9828
-17.9243,17.1114,20.7619,10.756
-22.671,17.2449,21.9604,7.143
-24.0016,16.6785,22.054,4.4253
-24.83,16.1521,22.0794,2.7239
-25.461,16.4774,22.1171,1.46
-25.8857,16.656,22.1685,0.4358
-25.3224,16.9492,20.4764,4.3821
-24.5465,3.1022,20.2492,4.0218
-24.2826,-3.3131,19.9175,4.1174
-24.2015,-6.0804,20.0155,4.4277
-23.9728,-8.8583,20.0394,5.1572
-15.4788,11.3246,20.3746,3.2712
-16.3188,12.2848,20.4674,3.6337
-14.6772,13.3285,20.4639,4.6275
-12.3089,14.5632,20.5132,5.9033
-10.6815,15.577,20.5893,7.2603
-10.2702,15.8599,20.7132,8.21
-9.2151,16.0061,20.686,8.8748
-8.4523,16.5475,20.8373,9.436
-8.3319,17.0896,20.9004,10.141
-8.4283,17.0775,20.9503,10.5858
-8.4831,17.0728,20.9649,10.8242
-8.6622,17.7052,20.9935,11.1902
-8.1636,17.771,21.0488,11.5471
-8.3122,17.5448,21.1251,11.6529
-8.5115,17.7479,21.0647,11.7047
-8.1702,18.1124,21.0393,11.9821
-8.4463,17.8927,21.1391,12.0903
-8.8743,17.6693,21.0551,11.9962
-8.8374,18.2228,21.1704,12.1373
-9.0547,18.2104,21.2259,12.3489
-19.1505,18.2129,22.0928,9.3569
-23.1409,17.2897,22.2801,5.3505
-24.2943,17.1907,22.2463,3.7568
-24.9759,16.7477,22.3728,2.4181
-25.6385,16.2841,22.3037,0.955
-26.1976,16.1113,22.3416,-0.218
-26.426,16.3235,22.4307,-0.7475
-26.4176,16.0716,22.3405,-1.8113
-26.1186,15.6926,22.5227,-2.6055
-25.697,15.5393,22.5744,-3.0614
-25.2011,16.098,22.5966,-2.9458
-24.8244,16.0292,22.492,-2.8689
-24.4634,15.7415,22.5044,-3.0607
-24.2355,15.5557,22.5222,-3.2194
-24.1755,16.2233,22.5759,-3.008
-23.939,16.244,22.6568,-2.782
-24.1485,15.872,22.5921,-3.0085
-24.159,15.6095,22.5254,-3.2484
-24.3046,16.0346,22.5919,-3.2059
-24.2054,16.2122,22.5329,-2.9368
-24.2622,15.9412,22.4889,-3.065
-24.277,15.6246,22.499,-3.2966
-24.2634,15.6686,22.6593,-3.4209
-24.1766,16.1614,22.4841,-3.1155
-23.9628,15.9378,22.4398,-3.0472
-23.8307,15.6339,22.5423,-3.1742
-23.6908,15.4664,22.4434,-3.3306
-23.6658,15.9132,22.5093,-3.1411
-23.5106,16.0672,22.392,-2.8447
-23.4246,15.7789,22.5761,-2.9013
-23.4025,15.5126,22.5596,-3.0946
-23.1874,15.8267,22.425,-3.0026
-23.3602,16.1204,22.5477,-2.6269
-23.2735,15.8581,22.487,-2.6808
-23.3196,15.6087,22.5306,-2.8609
-23.3312,15.582,22.46,-2.9484
-23.4808,16.0632,22.4848,-2.6358
-23.6519,15.8654,22.5491,-2.6507
-23.8329,15.5678,22.6199,-2.8891
-23.8414,15.3208,22.5562,-3.0813
-24.0072,15.7862,22.541,-2.9444
-24.1501,15.8403,22.5415,-2.7164
-24.4549,15.5151,22.4364,-2.9275
-24.6593,15.1634,22.4259,-3.2548
-24.8748,15.2203,22.5577,-3.4088
-25.1288,15.498,22.5666,-3.2518
-25.3199,15.3194,22.3071,-3.3654
-25.3053,15.0485,22.4765,-3.5948
-25.2171,14.794,22.4369,-3.7978
-25.0213,15.1952,22.5403,-3.6713
-24.5788,16.0462,21.2841,-3.7629
-22.9553,-3.1908,20.6269,2.798
-21.7799,-5.4557,20.4935,6.0712
-21.1254,-7.3661,20.275,8.2495
-20.7692,-9.1675,20.3605,9.9498
-20.4425,-10.8951,20.5966,10.1731
-20.236,-12.1608,20.352,9.9141
-19.9632,-13.1206,20.5727,10.2362
-19.5637,-14.0995,20.4202,10.788
-19.1177,-13.9418,20.4024,10.4752
-18.6621,-14.4333,20.5024,10.1288
-18.2357,-14.6426,20.6413,10.5443
-17.9617,-14.999,20.4654,10.9432
-17.7116,-15.2386,20.3561,10.551
-17.4796,-15.6268,20.22,10.1945
-17.2843,-16.09,20.3665,10.6533
-17.0989,-15.951,20.3439,10.8472
-16.84,-16.1633,20.3403,10.4747
-15.3903,-16.4885,20.5223,10.3044
2.8283,6.7288,21.2082,10.3891
8.5246,9.4736,21.1399,10.9512
-16.4075,14.4146,21.8325,8.0613
-18.3524,14.7446,22.0488,5.2358
-19.2453,15.5691,22.0031,4.0747
-20.1047,16.402,22.1668,3.404
-20.7028,16.5268,22.1517,2.4383
-20.9052,16.4439,22.193,1.3429
-21.3384,16.4715,22.2201,0.5079
-21.7466,17.0851,22.316,0.278
-22.0877,17.0427,22.4344,-0.0669
-22.2935,16.8345,22.5051,-0.372
-22.6735,16.5648,22.6004,-0.8537
-22.8965,16.9086,22.4789,-1.0017
-23.2534,17.1182,22.5562,-1.1098
-23.5259,16.9139,22.42,-1.4512
-23.8871,16.6035,22.5818,-1.9009
-24.3644,16.6489,22.5237,-2.1628
-24.5492,17.0981,22.5174,-1.9961
-24.8554,16.9195,22.5714,-2.1348
-25.3448,16.5967,22.56,-2.508
-25.5399,16.3693,22.5421,-2.9006
-25.6091,16.9788,22.5464,-2.7125
-25.5834,16.7547,22.5948,-2.7666
-25.2311,16.4021,22.4766,-3.02
-24.9792,16.137,22.5104,-3.2112
-24.3295,16.5725,22.6409,-2.9398
-24.2198,16.7717,22.6089,-2.5892
-24.0202,16.5533,22.55,-2.593
-23.8147,16.3087,22.4888,-2.7128
-23.9491,16.5434,22.5481,-2.6558
-23.7614,16.9392,22.5071,-2.2808
-23.9103,16.7482,22.5488,-2.2409
-23.8354,16.4639,22.5787,-2.4338
-23.836,16.34,22.5924,-2.5716
-23.7702,16.9741,22.4485,-2.1743
-23.8304,16.7905,22.4713,-2.0533
-23.4824,16.4803,22.3759,-2.2379
-23.5033,16.2625,22.4979,-2.426
-23.3863,16.8246,22.6181,-2.1122
-23.4653,16.859,22.4924,-1.8639
-23.3953,16.5753,22.5252,-1.9692
-23.1959,16.3264,22.6124,-2.1503
-23.5561,16.5175,22.682,-2.1182
-23.5699,16.9135,22.5809,-1.7542
-23.6184,16.6587,22.6212,-1.8233
-23.7658,16.4094,22.672,-2.0327
-23.8535,16.2462,22.6489,-2.2383
-24.0557,16.7277,22.6363,-1.9336
-24.2249,16.6757,22.4749,-1.8089
-24.2703,16.3932,22.5643,-2.021
-24.4472,16.2708,22.5482,-2.4505
-24.513,15.3373,22.533,-1.5851
-25.1586,14.1666,22.3136,-0.87
-25.4474,16.2414,23.0099,2.6076
-25.3562,16.8535,22.12,3.3714
-25.2902,17.2239,21.7303,3.8816
-25.243,17.5607,21.4287,4.5192
-24.8709,17.6333,21.272,5.0532
-21.2735,14.0523,20.7323,5.0317
-17.0897,14.4974,20.6037,5.1726
-14.9202,14.842,20.5452,5.9396
-14.2233,15.3907,20.5646,6.7194
-13.824,16.2522,20.5749,7.6889
-12.5599,16.4803,20.5504,8.4707
-11.7843,16.5204,20.5765,8.9585
-10.6232,16.8725,20.6541,9.3893
-9.4921,17.4228,20.7449,9.9602
-9.9731,17.3586,20.7836,10.3434
-9.593,17.1961,20.7731,10.5025
-10.2677,17.5077,20.8122,10.6774
-9.8773,17.8947,20.8628,11.0732
-21.7242,18.5341,21.8852,10.4486
-22.7971,17.9344,21.9682,6.8946
-23.0004,17.7462,22.1188,4.8861
-23.7595,17.9413,22.2376,4.0574
-23.9991,17.6199,22.1516,3.0356
-24.6253,17.2701,22.4566,1.8286
-24.9206,17.0637,22.6224,0.7342
-25.404,17.4814,22.68,0.1462
-25.721,17.3464,22.5709,-0.4134
-26.2451,16.9728,22.6613,-0.8796
-26.4982,16.714,22.4287,-1.5508
-26.448,17.1775,22.6536,-1.9603
-26.2206,17.1735,22.5921,-2.0502
-25.8044,16.8752,22.6845,-2.371
-25.1618,16.6153,22.6134,-2.6139
-24.8922,17.0085,22.5659,-2.5297
-24.5051,17.3086,22.5216,-2.0984
-24.2504,17.1103,22.5641,-2.1048
-23.7483,16.892,22.6094,-2.2079
-23.9591,16.7882,22.5914,-2.2732
-24.0184,17.2447,22.5685,-2.057
-23.582,17.3018,22.5484,-1.8739
-24.0176,17.0766,22.4786,-1.9619
-24.1428,16.8944,22.5302,-2.1674
-24.2021,17.3348,22.624,-1.9797
-24.2965,17.3558,22.5657,-1.8057
-24.2992,17.0817,22.491,-1.9529
-24.2381,16.782,22.6307,-2.189
-24.2967,17.1654,22.5473,-2.0793
-24.2059,17.4036,22.5276,-1.7959
-24.1393,17.1445,22.4699,-1.8732
-24.0059,16.8945,22.5223,-2.0537
-23.87,16.9622,22.55,-2.0814
-23.7424,17.436,22.5833,-1.6708
-23.7815,17.2,22.6298,-1.613
-23.5513,16.9264,22.5852,-1.7927
-23.3735,16.8652,22.6204,-1.886
-23.457,17.4818,22.6533,-1.4363
-23.2723,17.3082,22.5984,-1.3364
-23.2017,16.9838,22.6653,-1.5017
-23.3034,16.7689,22.6856,-1.6826
-23.3003,17.3195,22.5606,-1.4228
-23.259,17.3483,22.6117,-1.1617
-23.4858,17.0328,22.5966,-1.3291
-23.5268,16.7789,22.563,-1.568
-23.7048,17.0352,22.6091,-1.5479
-23.9763,17.271,22.572,-1.2313
-24.1794,16.9776,22.6463,-1.3586
-24.3183,16.6847,22.6031,-1.6589
-24.2037,16.6178,22.689,-1.8257
-24.435,17.6018,22.7691,-1.91
-22.777,12.4378,20.8894,-0.4152
-20.6451,12.1152,20.5063,-0.186
-20.3166,12.7598,20.3071,0.6783
-18.1444,13.6992,20.1371,2.2743
-16.0756,14.2979,20.1192,3.8283
-0.6005,15.2564,20.8044,5.0934
-0.8515,16.3051,20.805,6.4955
-2.1515,16.8501,20.8686,7.7345
-2.7336,16.9613,20.7398,8.5881
-4.984,17.1832,20.7627,9.2509
-4.8682,17.7151,20.8721,10.0051
-5.2207,17.7553,20.9504,10.5751
-6.485,17.7198,20.9281,10.8639
-5.5076,17.9889,20.9279,11.1578
-5.7596,18.0187,21.0174,11.3962
-6.0763,17.9914,21.0273,11.5309
-6.647,18.1608,21.1239,11.6813
-6.5502,18.169,20.9735,11.8387
-7.6036,18.0507,20.9563,11.8703
-8.0734,18.1697,21.0041,11.9409
-21.986,19.0197,22.0115,10.1285
-23.064,18.418,22.1998,6.6532
-23.7087,18.0471,22.1263,4.9411
-24.4501,18.0828,22.2466,4.0481
-24.8916,17.846,22.4963,3.0208
-25.5342,17.4688,22.6195,1.7914
-26.0064,17.5462,22.6585,0.7986
-25.9809,17.7508,22.7278,0.2233
-25.8227,17.3955,22.4808,-0.4134
-25.4233,16.9869,22.5386,-0.8672
-22.7751,17.485,22.4802,-0.9304
-21.1583,17.6256,22.6087,-0.6634
-19.6053,17.5098,22.5951,-0.4555
-20.3763,17.3791,22.4867,-0.383
-21.0565,17.8903,22.4009,-0.299
-21.2698,18.0481,22.4385,-0.1452
-18.5909,17.7804,22.2847,-0.0627
-17.1464,17.6694,22.434,0.1644
-16.5944,18.0898,22.6546,0.4429
-15.6196,18.4186,22.625,1.1592
-17.5916,17.9845,22.5899,1.1659
-18.6794,16.8856,22.4512,0.0678
-20.134,16.6425,22.4542,-0.374
-21.0599,16.6071,22.4991,-0.7032
-21.9323,16.1735,22.3722,-1.4094
-22.5712,15.6785,22.3673,-2.2857
-22.9778,15.5886,22.2915,-2.8356
-23.5304,15.8393,22.353,-2.9807
-24.2001,15.4762,22.347,-3.3547
-24.6689,15.0555,22.2922,-3.83
-24.9747,14.6816,22.2574,-4.3227
-25.3007,15.1029,22.063,-4.4235
-25.7263,14.9979,22.1538,-4.5585
-25.6662,14.536,22.139,-4.9322
-25.5104,14.1514,22.0187,-5.2925
-24.9945,14.1902,22.1117,-5.4488
-24.6761,14.5983,21.9948,-5.1431
-24.1687,14.4511,22.0382,-5.0208
-23.697,14.2159,22.0475,-5.0391
-23.4064,14.0156,22.0844,-5.0549
-23.2584,14.3194,22.0928,-4.9415
-23.0784,14.6396,22.1488,-4.5687
-22.6677,14.426,22.2313,-4.5342
-23.1351,14.1203,22.0545,-4.6769
-23.311,14.1776,22.0424,-4.7442
-23.2808,14.6619,22.0375,-4.4321
-23.3277,14.3937,21.9165,-4.4381
-23.4607,14.1017,22.0826,-4.5997
-23.5946,13.8708,22.1374,-4.8049
-23.5501,14.3942,22.1096,-4.6473
-23.4821,15.3089,21.6329,-4.9691
-24.9198,10.848,20.4243,-1.9793
-17.2552,10.979,20.127,-1.4149
-16.6718,12.1079,20.0256,-0.3838
-16.3879,13.0736,19.9531,0.3301
-15.8863,13.6933,19.9975,2.1103
-15.1722,14.1559,20.1112,3.8795
-13.6511,15.2114,20.238,5.2325
-13.6467,15.6529,20.2075,6.4096
-12.2095,15.7023,20.3501,7.1815
-12.9385,15.7969,20.2804,7.6996
-12.6118,16.578,20.3886,8.3687
-12.1691,16.6635,20.4025,9.0276
-12.6717,16.4872,20.5227,9.3103
-11.8622,16.4483,20.5367,9.4688
-12.1613,16.9103,20.5048,9.7881
-11.379,16.8572,20.5845,10.059
-11.694,16.7146,20.6567,10.1267
-11.6255,17.0119,20.664,10.2779
-11.6447,17.0998,20.7257,10.4945
-11.9236,16.9704,20.6804,10.3688
-22.1292,17.2164,21.8286,6.9559
-23.1555,16.923,21.834,4.3433
-23.6454,16.3111,21.9674,2.9677
-23.8911,15.739,22.0323,1.6184
-24.3771,15.4326,22.2584,0.2567
-24.861,15.6637,22.0173,-0.3294
-25.2595,15.2595,22.3349,-1.1245
